dimension,pairs,replicates,alpha,diag_split_correlation_mean,diag_split_sign_agreement_mean,block_split_correlation_mean,block_split_sign_agreement_mean,block_split_relative_disagreement_median,signed_diag_min_abs_denominator_median,signed_diag_condition_median,signed_diag_max_amplification_p95,signed_block_min_abs_denominator_median,signed_block_condition_median,signed_block_max_amplification_p95,concave_diag_min_denominator,concave_diag_max_amplification,concave_block_min_denominator,concave_block_max_amplification
5123,100,50,10.0,0.006533212395586768,0.5063712668358383,0.9729207933150152,0.8599999999999999,0.23112099644715936,0.17898609157602963,25545.282978549767,116.1372283233761,34.93464331112492,9.460655403821704,0.3217727921844727,1.0,1.0,1.0,1.0
5123,100,50,30.0,0.006533212395586768,0.5063712668358383,0.9729207933150152,0.8599999999999999,0.23112099644715936,0.5047789415399515,28101.65139843159,47.18273718736608,102.80392993337476,9.471650396571263,0.1366191289392878,1.0,1.0,1.0,1.0
